SADLER,|||L.|||A.,|||S.|||H.|||BLANTON|||and|||S.|||P.|||DAIGER, normal noYear isLongAuthorLine comma TOKEN-SADLER, S SA SAD SADL , R, ER, LER, AllCap nonNum 4 no no lastName no no no TOKEN-L. L L. L. L. . L. L. L. singleCap nonNum 0 no no no no no no TOKEN-DAIGER, D DA DAI DAIG , R, ER, GER, AllCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
1991|||Dinucleotide|||repeat|||polymorphism|||at|||the|||human|||tissue normal hasYear noLongAuthorLine other TOKEN-1991 1 19 199 1991 1 91 991 1991 others year 0 no no no no no no TOKEN-Dinucleotide D Di Din Dinu e de ide tide InitCap nonNum 0 no no no no no no TOKEN-tissue t ti tis tiss e ue sue ssue others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
plasminagen|||activator|||gene|||(PLAT).|||Nucleic|||Acids|||Res.|||19: normal noYear noLongAuthorLine colon TOKEN-plasminagen p pl pla plas n en gen agen others nonNum 0 no no no no no no TOKEN-activator a ac act acti r or tor ator others nonNum 0 no no no no no no TOKEN-19: 1 19 19: 19: : 9: 19: 19: others 2dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
6058. short noYear noLongAuthorLine period TOKEN-6058. 6 60 605 6058 . 8. 58. 058. others 4+dig 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-6058. 6 60 605 6058 . 8. 58. 058. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
SHRIVER,|||M.|||D.,|||S.|||P.|||DAIGER,|||R.|||CHAKRABORTY|||and|||E. normal noYear isLongAuthorLine period TOKEN-SHRIVER, S SH SHR SHRI , R, ER, VER, AllCap nonNum 4 no no lastName no no no TOKEN-M. M M. M. M. . M. M. M. singleCap nonNum 0 no no no no no no TOKEN-E. E E. E. E. . E. E. E. singleCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
KLE,|||1991|||Multimodal|||distribution|||of|||length|||variation|||in normal hasYear noLongAuthorLine other TOKEN-KLE, K KL KLE KLE, , E, LE, KLE, AllCap nonNum 0 no no no no no no TOKEN-1991 1 19 199 1991 1 91 991 1991 others year 0 no no no no no no TOKEN-in i in in in n in in in others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
VNTR|||loci|||detected|||using|||PCR.|||Crime|||Lab.|||Digest|||18:|||144- normal noYear noLongAuthorLine hyphen TOKEN-VNTR V VN VNT VNTR R TR NTR VNTR AllCap nonNum 0 no no no no no no TOKEN-loci l lo loc loci i ci oci loci others nonNum 0 no no no no no no TOKEN-144- 1 14 144 144- - 4- 44- 144- others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
147. short noYear noLongAuthorLine period TOKEN-147. 1 14 147 147. . 7. 47. 147. others 3dig 0 no no no no no no TOKEN-EMPTY E EM EMP EMPT Y TY PTY MPTY AllCap nonNum 0 no no no no no no TOKEN-147. 1 14 147 147. . 7. 47. 147. others 3dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
SILVER,|||L.|||M.,|||1992|||Bouncing|||off|||microsatellites.|||Nature|||Genetics normal hasYear noLongAuthorLine other TOKEN-SILVER, S SI SIL SILV , R, ER, VER, AllCap nonNum 4 no no lastName no no no TOKEN-L. L L. L. L. . L. L. L. singleCap nonNum 0 no no no no no no TOKEN-Genetics G Ge Gen Gene s cs ics tics InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
2:|||8-9. short noYear noLongAuthorLine period TOKEN-2: 2 2: 2: 2: : 2: 2: 2: others 1dig 0 no no no no no no TOKEN-8-9. 8 8- 8-9 8-9. . 9. -9. 8-9. others possiblePage 0 no no no no no no TOKEN-8-9. 8 8- 8-9 8-9. . 9. -9. 8-9. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
THOMPSON,|||A.|||D.,|||Y.|||SHEN,|||K.|||HOLMAN,|||G.|||R.|||SUTHERLAND,|||D.|||F. normal noYear isLongAuthorLine period TOKEN-THOMPSON, T TH THO THOM , N, ON, SON, AllCap nonNum 20 no no lastName no placeName no TOKEN-A. A A. A. A. . A. A. A. singleCap nonNum 32 no no no no no publisherName TOKEN-F. F F. F. F. . F. F. F. singleCap nonNum 32 no no no no no publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
CALLEN|||and|||R.|||I.|||RICHARDS,|||1992|||Isolation|||and|||characteriza- normal hasYear noLongAuthorLine hyphen TOKEN-CALLEN C CA CAL CALL N EN LEN LLEN AllCap nonNum 4 no no lastName no no no TOKEN-and a an and and d nd and and others nonNum 0 no no no no no no TOKEN-characteriza- c ch cha char - a- za- iza- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
tion|||of|||(AC)„|||microsatellite|||genetic|||markers|||from|||human|||chro- normal noYear noLongAuthorLine hyphen TOKEN-tion t ti tio tion n on ion tion others nonNum 0 no no no no no no TOKEN-of o of of of f of of of others nonNum 48 no no no no placeName publisherName TOKEN-chro- c ch chr chro - o- ro- hro- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
mosome|||16.|||Genomics|||13:|||402-408. short noYear noLongAuthorLine period TOKEN-mosome m mo mos moso e me ome some others nonNum 0 no no no no no no TOKEN-16. 1 16 16. 16. . 6. 16. 16. others 2dig 0 no no no no no no TOKEN-402-408. 4 40 402 402- . 8. 08. 408. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
VALDES,|||A.|||M.,|||M.|||SLATKIN|||and|||N.|||B.|||FREIMER,|||1993|||Allele normal hasYear noLongAuthorLine other TOKEN-VALDES, V VA VAL VALD , S, ES, DES, AllCap nonNum 4 no no lastName no no no TOKEN-A. A A. A. A. . A. A. A. singleCap nonNum 32 no no no no no publisherName TOKEN-Allele A Al All Alle e le ele lele InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
frequencies|||at|||microsatellite|||loci:|||the|||stepwise|||mutation|||model normal noYear noLongAuthorLine other TOKEN-frequencies f fr fre freq s es ies cies others nonNum 0 no no no no no no TOKEN-at a at at at t at at at others nonNum 0 no no no no no no TOKEN-model m mo mod mode l el del odel others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
revisited.|||Genetics,|||133:|||737-749. short noYear noLongAuthorLine period TOKEN-revisited. r re rev revi . d. ed. ted. others nonNum 0 no no no no no no TOKEN-Genetics, G Ge Gen Gene , s, cs, ics, InitCap nonNum 0 no no no no no no TOKEN-737-749. 7 73 737 737- . 9. 49. 749. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
WEBER,|||J.|||L.,|||and|||P.|||E.|||MAY,|||1989|||Abundant|||class|||of|||human normal hasYear noLongAuthorLine other TOKEN-WEBER, W WE WEB WEBE , R, ER, BER, AllCap nonNum 5 maleName no lastName no no no TOKEN-J. J J. J. J. . J. J. J. singleCap nonNum 4 no no lastName no no no TOKEN-human h hu hum huma n an man uman others nonNum 4 no no lastName no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
DNA|||polymorphisms|||which|||can|||be|||typed|||using|||the|||polymerase normal noYear noLongAuthorLine other TOKEN-DNA D DN DNA DNA A NA DNA DNA AllCap nonNum 0 no no no no no no TOKEN-polymorphisms p po pol poly s ms sms isms others nonNum 0 no no no no no no TOKEN-polymerase p po pol poly e se ase rase others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
chain|||reaction.|||Am.|||J.|||Hum.|||Genet.|||44:|||388-396. normal noYear noLongAuthorLine period TOKEN-chain c ch cha chai n in ain hain others nonNum 4 no no lastName no no no TOKEN-reaction. r re rea reac . n. on. ion. others nonNum 0 no no no no no no TOKEN-388-396. 3 38 388 388- . 6. 96. 396. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
WEHRHAHN,|||C.|||F.,|||1975|||The|||evolution|||of|||selectively|||similar|||elec- normal hasYear noLongAuthorLine hyphen TOKEN-WEHRHAHN, W WE WEH WEHR , N, HN, AHN, AllCap nonNum 0 no no no no no no TOKEN-C. C C. C. C. . C. C. C. singleCap nonNum 0 no no no no no no TOKEN-elec- e el ele elec - c- ec- lec- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
trophoretically|||detectable|||alleles|||in|||finite|||natural|||populations. normal noYear noLongAuthorLine period TOKEN-trophoretically t tr tro trop y ly lly ally others nonNum 0 no no no no no no TOKEN-detectable d de det dete e le ble able others nonNum 0 no no no no no no TOKEN-populations. p po pop popu . s. ns. ons. others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Genetics|||80:|||375-394. short noYear noLongAuthorLine period TOKEN-Genetics G Ge Gen Gene s cs ics tics InitCap nonNum 0 no no no no no no TOKEN-80: 8 80 80: 80: : 0: 80: 80: others 2dig 0 no no no no no no TOKEN-375-394. 3 37 375 375- . 4. 94. 394. others possiblePage 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
WOOD,|||S.,|||and|||M.|||SCHERTZER,|||1991|||Dinulceotide|||repeat|||poly- normal hasYear noLongAuthorLine hyphen TOKEN-WOOD, W WO WOO WOOD , D, OD, OOD, AllCap nonNum 5 maleName no lastName no no no TOKEN-S., S S. S., S., , ., S., S., singleCap nonNum 32 no no no no no publisherName TOKEN-poly- p po pol poly - y- ly- oly- others nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
morphism|||at|||the|||D8S135|||locus|||on|||chromosome|||8p.|||Nucleic normal noYear noLongAuthorLine other TOKEN-morphism m mo mor morp m sm ism hism others nonNum 0 no no no no no no TOKEN-at a at at at t at at at others nonNum 0 no no no no no no TOKEN-Nucleic N Nu Nuc Nucl c ic eic leic InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
Acids|||Res.|||19:|||6664. short noYear noLongAuthorLine period TOKEN-Acids A Ac Aci Acid s ds ids cids InitCap nonNum 0 no no no no no no TOKEN-Res. R Re Res Res. . s. es. Res. InitCap nonNum 4 no no lastName no no no TOKEN-6664. 6 66 666 6664 . 4. 64. 664. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_continue unknown
WRIGHT,|||S.,|||1949|||Genetics|||of|||populations.|||Encyclopedia|||Britan- normal hasYear noLongAuthorLine hyphen TOKEN-WRIGHT, W WR WRI WRIG , T, HT, GHT, AllCap nonNum 21 maleName no lastName no placeName no TOKEN-S., S S. S., S., , ., S., S., singleCap nonNum 32 no no no no no publisherName TOKEN-Britan- B Br Bri Brit - n- an- tan- InitCap nonNum 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_left xmlPara_new unknown
nica,|||14|||Ed.|||10:|||111,112. short noYear noLongAuthorLine period TOKEN-nica, n ni nic nica , a, ca, ica, others nonNum 0 no no no no no no TOKEN-14 1 14 14 14 4 14 14 14 others 2dig 0 no no no no no no TOKEN-111,112. 1 11 111 111, . 2. 12. 112. others 4+dig 0 no no no no no no xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_right xmlPara_continue unknown
Communicating|||editor:|||A.|||G.|||CLARK normal noYear noLongAuthorLine other TOKEN-Communicating C Co Com Comm g ng ing ting InitCap nonNum 0 no no no no no no TOKEN-editor: e ed edi edit : r: or: tor: others nonNum 0 no no no no no no TOKEN-CLARK C CL CLA CLAR K RK ARK LARK AllCap nonNum 53 maleName no lastName no placeName publisherName xmlBullet_no xmlBold_no xmlItalic_no xmlFontSize_normal xmlBeginLine_normal xmlPara_new unknown
